Facility,KW_Rating,KWH_Generated,Date,Generated,Location,ObjectId,Number_of_Panels,Is_Over_Parking
Fire Station 6,31,50089,2014/11/01 00:00:00+00,2218,"1680 S Torrey Pines
Las Vegas, NV 89146",318,130,FALSE
Fire Station 6,31,50089,2014/12/01 00:00:00+00,2907,"1680 S Torrey Pines
Las Vegas, NV 89146",748,130,FALSE
Fire Station 6,31,50089,2015/01/01 00:00:00+00,3142,"1680 S Torrey Pines
Las Vegas, NV 89146",469,130,FALSE
Fire Station 6,31,50089,2015/02/01 00:00:00+00,3930,"1680 S Torrey Pines
Las Vegas, NV 89146",1123,130,FALSE
Fire Station 6,31,50089,2015/03/01 00:00:00+00,5070,"1680 S Torrey Pines
Las Vegas, NV 89146",220,130,FALSE
Fire Station 6,31,50089,2015/04/01 00:00:00+00,5103,"1680 S Torrey Pines
Las Vegas, NV 89146",338,130,FALSE
Fire Station 6,31,50089,2015/05/01 00:00:00+00,6622,"1680 S Torrey Pines
Las Vegas, NV 89146",1588,130,FALSE
Fire Station 6,31,50089,2015/06/01 00:00:00+00,4619,"1680 S Torrey Pines
Las Vegas, NV 89146",215,130,FALSE
Fire Station 6,31,50089,2015/07/01 00:00:00+00,5190,"1680 S Torrey Pines
Las Vegas, NV 89146",932,130,FALSE
Fire Station 6,31,50089,2015/08/01 00:00:00+00,4365,"1680 S Torrey Pines
Las Vegas, NV 89146",962,130,FALSE
Fire Station 6,31,50089,2015/09/01 00:00:00+00,3369,"1680 S Torrey Pines
Las Vegas, NV 89146",1208,130,FALSE
Fire Station 6,31,50089,2015/10/01 00:00:00+00,3153,"1680 S Torrey Pines
Las Vegas, NV 89146",1127,130,FALSE
Fire Station 6,31,50089,2015/11/01 00:00:00+00,2918,"1680 S Torrey Pines
Las Vegas, NV 89146",342,130,FALSE
Fire Station 6,31,50089,2015/12/01 00:00:00+00,2653,"1680 S Torrey Pines
Las Vegas, NV 89146",1331,130,FALSE
Fire Station 6,31,50089,2016/01/01 00:00:00+00,3526,"1680 S Torrey Pines
Las Vegas, NV 89146",1341,130,FALSE
Fire Station 6,31.1,,2017/07/01 00:00:00+00,,1680 S Torrey Pines,1646,130,FALSE
Fire Station 6,31.1,,2017/08/01 00:00:00+00,,1680 S Torrey Pines,1647,130,FALSE
Fire Station 6,31.1,,2017/09/01 00:00:00+00,,1680 S Torrey Pines,1648,130,FALSE
Fire Station 6,31.1,,2017/10/01 00:00:00+00,,1680 S Torrey Pines,1649,130,FALSE
Fire Station 6,31.1,,2017/11/01 00:00:00+00,,1680 S Torrey Pines,1650,130,FALSE
Fire Station 6,31.1,,2017/12/01 00:00:00+00,,1680 S Torrey Pines,1901,130,FALSE
Fire Station 6,31.1,,2018/01/01 00:00:00+00,,1680 S Torrey Pines,1902,130,FALSE
Fire Station 6,31.1,,2018/02/01 00:00:00+00,,1680 S Torrey Pines,1903,130,FALSE
Fire Station 6,31.1,,2018/03/01 00:00:00+00,,1680 S Torrey Pines,1904,130,FALSE
Fire Station 6,31.1,,2018/04/01 00:00:00+00,,1680 S Torrey Pines,1905,130,FALSE
Fire Station 6,31.1,,2018/05/01 00:00:00+00,,1680 S Torrey Pines,1906,130,FALSE
Fire Station 6,31.1,,2018/06/01 00:00:00+00,,1680 S Torrey Pines,1907,130,FALSE
Fire Station 6,31.1,,2018/07/01 00:00:00+00,,1680 S Torrey Pines,2339,130,FALSE
Fire Station 6,31.1,,2018/08/01 00:00:00+00,,1680 S Torrey Pines,2340,130,FALSE
Fire Station 6,31.1,,2018/09/01 00:00:00+00,,1680 S Torrey Pines,2341,130,FALSE
Fire Station 6,31.1,,2018/10/01 00:00:00+00,,1680 S Torrey Pines,2342,130,FALSE
Fire Station 6,31.1,,2018/11/01 00:00:00+00,,1680 S Torrey Pines,2343,130,FALSE
Fire Station 6,31.1,,2018/12/01 00:00:00+00,,1680 S Torrey Pines,2344,130,FALSE
Fire Station 6,31.1,,2019/01/01 00:00:00+00,,1680 S Torrey Pines,2345,130,FALSE
Fire Station 6,31.1,,2019/02/01 00:00:00+00,,1680 S Torrey Pines,2346,130,FALSE
Fire Station 6,31.1,,2019/03/01 00:00:00+00,,1680 S Torrey Pines,2347,130,FALSE
Fire Station 6,31.1,,2019/04/01 00:00:00+00,,1680 S Torrey Pines,2348,130,FALSE
Fire Station 6,31.1,,2019/05/01 00:00:00+00,,1680 S Torrey Pines,2349,130,FALSE
Fire Station 6,31.1,,2019/06/01 00:00:00+00,,1680 S Torrey Pines,2350,130,FALSE
Fire Station 6,31.1,,2019/07/01 00:00:00+00,,1680 S Torrey Pines,2698,130,FALSE
Fire Station 6,31.1,,2019/08/01 00:00:00+00,,1680 S Torrey Pines,2701,130,FALSE
Fire Station 6,31.1,,2019/09/01 00:00:00+00,,1680 S Torrey Pines,2704,130,FALSE
Fire Station 6,31.1,,2019/10/01 00:00:00+00,,1680 S Torrey Pines,2707,130,FALSE
Fire Station 6,31.1,,2019/11/01 00:00:00+00,,1680 S Torrey Pines,2710,130,FALSE
Fire Station 6,31.1,,2019/12/01 00:00:00+00,,1680 S Torrey Pines,2713,130,FALSE
Fire Station 6,31.1,,2020/01/01 00:00:00+00,,1680 S Torrey Pines,2716,130,FALSE
Fire Station 6,31.1,,2020/02/01 00:00:00+00,,1680 S Torrey Pines,2719,130,FALSE
Fire Station 6,31.1,,2020/03/01 00:00:00+00,,1680 S Torrey Pines,2722,130,FALSE
Fire Station 6,31.1,,2020/04/01 00:00:00+00,,1680 S Torrey Pines,2725,130,FALSE
Fire Station 6,31.1,,2020/05/01 00:00:00+00,,1680 S Torrey Pines,2728,130,FALSE
Fire Station 6,31.1,,2020/06/01 00:00:00+00,,1680 S Torrey Pines,2731,130,FALSE
Fire Station 6,31.1,,2020/07/01 00:00:00+00,,1680 S Torrey Pines,2825,130,FALSE
Fire Station 6,31.1,,2020/08/01 00:00:00+00,,1680 S Torrey Pines,2826,130,FALSE
Fire Station 6,31.1,,2020/09/01 00:00:00+00,,1680 S Torrey Pines,2827,130,FALSE
Fire Station 6,31.1,,2020/10/01 00:00:00+00,,1680 S Torrey Pines,2828,130,FALSE
Fire Station 6,31.1,,2020/11/01 00:00:00+00,,1680 S Torrey Pines,2829,130,FALSE
Fire Station 6,31.1,,2020/12/01 00:00:00+00,,1680 S Torrey Pines,2830,130,FALSE
Fire Station 6,31.1,,2021/01/01 00:00:00+00,,1680 S Torrey Pines,2831,130,FALSE
Fire Station 6,31.1,,2021/02/01 00:00:00+00,,1680 S Torrey Pines,2832,130,FALSE
Fire Station 6,31.1,,2021/03/01 00:00:00+00,,1680 S Torrey Pines,2833,130,FALSE
Fire Station 6,31.1,,2021/04/01 00:00:00+00,,1680 S Torrey Pines,2834,130,FALSE
Fire Station 6,31.1,,2021/05/01 00:00:00+00,,1680 S Torrey Pines,2835,130,FALSE
Fire Station 6,31.1,,2021/06/01 00:00:00+00,,1680 S Torrey Pines,2836,130,FALSE
Fire Station 7,25,42533,2014/07/01 00:00:00+00,4222,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1375,124,TRUE
Fire Station 7,25,42533,2014/08/01 00:00:00+00,4361,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1128,124,TRUE
Fire Station 7,25,42533,2014/09/01 00:00:00+00,3247,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",433,124,TRUE
Fire Station 7,25,42533,2014/10/01 00:00:00+00,2677,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",467,124,TRUE
Fire Station 7,25,42533,2014/11/01 00:00:00+00,1634,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",585,124,TRUE
Fire Station 7,25,42533,2014/12/01 00:00:00+00,1823,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",521,124,TRUE
Fire Station 7,25,42533,2015/01/01 00:00:00+00,2091,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",836,124,TRUE
Fire Station 7,25,42533,2015/02/01 00:00:00+00,3361,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1186,124,TRUE
Fire Station 7,25,42533,2015/03/01 00:00:00+00,4174,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1301,124,TRUE
Fire Station 7,25,42533,2015/04/01 00:00:00+00,4952,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1482,124,TRUE
Fire Station 7,25,42533,2015/05/01 00:00:00+00,4909,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",224,124,TRUE
Fire Station 7,25,42533,2015/06/01 00:00:00+00,5082,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1481,124,TRUE
Fire Station 7,25,42533,2015/07/01 00:00:00+00,4761,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",134,124,TRUE
Fire Station 7,25,42533,2015/08/01 00:00:00+00,3777,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",453,124,TRUE
Fire Station 7,25,42533,2015/09/01 00:00:00+00,3034,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",924,124,TRUE
Fire Station 7,25,42533,2015/10/01 00:00:00+00,2563,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",522,124,TRUE
Fire Station 7,25,42533,2015/11/01 00:00:00+00,1619,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",989,124,TRUE
Fire Station 7,25,42533,2015/12/01 00:00:00+00,2759,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",617,124,TRUE
Fire Station 7,25,42533,2016/01/01 00:00:00+00,1078,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",151,124,TRUE
Fire Station 7,25,42533,2016/02/01 00:00:00+00,3057,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",964,124,TRUE
Fire Station 7,25,42533,2016/03/01 00:00:00+00,3878,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1170,124,TRUE
Fire Station 7,25,42533,2016/09/01 00:00:00+00,2974,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",199,124,TRUE
Fire Station 7,25,42533,2016/10/01 00:00:00+00,2974,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",502,124,TRUE
Fire Station 7,25,42533,2017/01/01 00:00:00+00,1616,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",455,124,TRUE
Fire Station 7,25,42533,2017/02/01 00:00:00+00,1893,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",769,124,TRUE
Fire Station 7,25,42533,2017/03/01 00:00:00+00,2951,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",844,124,TRUE
Fire Station 7,25,42533,2017/04/01 00:00:00+00,3526,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",466,124,TRUE
Fire Station 7,25,42533,2017/05/01 00:00:00+00,4599,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",321,124,TRUE
Fire Station 7,25,42533,2017/06/01 00:00:00+00,4621,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1343,124,TRUE
Fire Station 7,25,42533,2017/07/01 00:00:00+00,4701,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",665,124,TRUE
Fire Station 7,24.6,"4,701",2017/07/01 00:00:00+00,,10101 Banburry Cross Dr,1668,124,TRUE
Fire Station 7,25,42533,2017/08/01 00:00:00+00,3815,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1156,124,TRUE
Fire Station 7,24.6,"3,815",2017/08/01 00:00:00+00,,10101 Banburry Cross Dr,1669,124,TRUE
Fire Station 7,25,42533,2017/09/01 00:00:00+00,3605,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1320,124,TRUE
Fire Station 7,24.6,"3,605",2017/09/01 00:00:00+00,,10101 Banburry Cross Dr,1670,124,TRUE
Fire Station 7,25,42533,2017/10/01 00:00:00+00,3093,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",448,124,TRUE
Fire Station 7,24.6,"3,093",2017/10/01 00:00:00+00,,10101 Banburry Cross Dr,1671,124,TRUE
Fire Station 7,25,42533,2017/11/01 00:00:00+00,2369,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1070,124,TRUE
Fire Station 7,24.6,"2,369",2017/11/01 00:00:00+00,,10101 Banburry Cross Dr,1672,124,TRUE
Fire Station 7,25,42533,2017/12/01 00:00:00+00,1659,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",929,124,TRUE
Fire Station 7,24.6,"1,659",2017/12/01 00:00:00+00,,10101 Banburry Cross Dr,1673,124,TRUE
Fire Station 7,25,42533,2018/01/01 00:00:00+00,1631,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",809,124,TRUE
Fire Station 7,24.6,"1,631",2018/01/01 00:00:00+00,,10101 Banburry Cross Dr,1674,124,TRUE
Fire Station 7,25,42533,2018/02/01 00:00:00+00,1995,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1295,124,TRUE
Fire Station 7,24.6,"1,995",2018/02/01 00:00:00+00,,10101 Banburry Cross Dr,1675,124,TRUE
Fire Station 7,25,42533,2018/03/01 00:00:00+00,2613,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",1570,124,TRUE
Fire Station 7,24.6,"2,613",2018/03/01 00:00:00+00,,10101 Banburry Cross Dr,1676,124,TRUE
Fire Station 7,25,42533,2018/04/01 00:00:00+00,4679,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",515,124,TRUE
Fire Station 7,24.6,"4,679",2018/04/01 00:00:00+00,,10101 Banburry Cross Dr,1677,124,TRUE
Fire Station 7,25,42533,2018/05/01 00:00:00+00,5133,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",913,124,TRUE
Fire Station 7,24.6,"5,133",2018/05/01 00:00:00+00,,10101 Banburry Cross Dr,1678,124,TRUE
Fire Station 7,25,42533,2018/06/01 00:00:00+00,4648,"10101 Banburry Cross Dr
Las Vegas, NV 89144
(36.182041, -115.314991)",811,124,TRUE
Fire Station 7,24.6,"4,648",2018/06/01 00:00:00+00,,10101 Banburry Cross Dr,1679,124,TRUE
Fire Station 7,24.6,"4,532",2018/07/01 00:00:00+00,,10101 Banburry Cross Dr,2272,124,TRUE
Fire Station 7,24.6,"3,678",2018/08/01 00:00:00+00,,10101 Banburry Cross Dr,2274,124,TRUE
Fire Station 7,24.6,"2,831",2018/09/01 00:00:00+00,,10101 Banburry Cross Dr,2276,124,TRUE
Fire Station 7,24.6,"2,359",2018/10/01 00:00:00+00,,10101 Banburry Cross Dr,2278,124,TRUE
Fire Station 7,24.6,"1,450",2018/11/01 00:00:00+00,,10101 Banburry Cross Dr,2279,124,TRUE
Fire Station 7,24.6,"1,391",2018/12/01 00:00:00+00,,10101 Banburry Cross Dr,2280,124,TRUE
Fire Station 7,24.6,"1,692",2019/01/01 00:00:00+00,,10101 Banburry Cross Dr,2281,124,TRUE
Fire Station 7,24.6,"2,402",2019/02/01 00:00:00+00,,10101 Banburry Cross Dr,2282,124,TRUE
Fire Station 7,24.6,"3,900",2019/03/01 00:00:00+00,,10101 Banburry Cross Dr,2283,124,TRUE
Fire Station 7,24.6,"4,158",2019/04/01 00:00:00+00,,10101 Banburry Cross Dr,2284,124,TRUE
Fire Station 7,24.6,"4,357",2019/05/01 00:00:00+00,,10101 Banburry Cross Dr,2285,124,TRUE
Fire Station 7,24.6,"5,009",2019/06/01 00:00:00+00,,10101 Banburry Cross Dr,2286,124,TRUE
Fire Station 7,24.6,"3,939",2019/07/01 00:00:00+00,,10101 Banburry Cross Dr,2454,124,TRUE
Fire Station 7,24.6,"3,690",2019/08/01 00:00:00+00,,10101 Banburry Cross Dr,2455,124,TRUE
Fire Station 7,24.6,"2,586",2019/09/01 00:00:00+00,,10101 Banburry Cross Dr,2456,124,TRUE
Fire Station 7,24.6,"1,970",2019/10/01 00:00:00+00,,10101 Banburry Cross Dr,2457,124,TRUE
Fire Station 7,24.6,"1,299",2019/11/01 00:00:00+00,,10101 Banburry Cross Dr,2458,124,TRUE
Fire Station 7,24.6,"1,432",2019/12/01 00:00:00+00,,10101 Banburry Cross Dr,2459,124,TRUE
Fire Station 7,24.6,"1,791",2020/01/01 00:00:00+00,,10101 Banburry Cross Dr,2460,124,TRUE
Fire Station 7,24.6,"2,881",2020/02/01 00:00:00+00,,10101 Banburry Cross Dr,2461,124,TRUE
Fire Station 7,24.6,"3,286",2020/03/01 00:00:00+00,,10101 Banburry Cross Dr,2462,124,TRUE
Fire Station 7,24.6,"4,122",2020/04/01 00:00:00+00,,10101 Banburry Cross Dr,2463,124,TRUE
Fire Station 7,24.6,"4,828",2020/05/01 00:00:00+00,,10101 Banburry Cross Dr,2464,124,TRUE
Fire Station 7,24.6,"4,388",2020/06/01 00:00:00+00,,10101 Banburry Cross Dr,2465,124,TRUE
Fire Station 7,24.6,"3,792",2020/07/01 00:00:00+00,,10101 Banburry Cross Dr,3124,124,TRUE
Fire Station 7,24.6,"3,335",2020/08/01 00:00:00+00,,10101 Banburry Cross Dr,3125,124,TRUE
Fire Station 7,24.6,"2,421",2020/09/01 00:00:00+00,,10101 Banburry Cross Dr,3126,124,TRUE
Fire Station 7,24.6,"1,659",2020/10/01 00:00:00+00,,10101 Banburry Cross Dr,3127,124,TRUE
Fire Station 7,24.6,"1,253",2020/11/01 00:00:00+00,,10101 Banburry Cross Dr,3263,124,TRUE
Fire Station 7,24.6,"1,081",2020/12/01 00:00:00+00,,10101 Banburry Cross Dr,3266,124,TRUE
Fire Station 7,24.6,"1,262",2021/01/01 00:00:00+00,,10101 Banburry Cross Dr,3269,124,TRUE
Fire Station 7,24.6,"2,347",2021/02/01 00:00:00+00,,10101 Banburry Cross Dr,3272,124,TRUE
Fire Station 7,24.6,"3,230",2021/03/01 00:00:00+00,,10101 Banburry Cross Dr,3275,124,TRUE
Fire Station 7,24.6,"3,806",2021/04/01 00:00:00+00,,10101 Banburry Cross Dr,3278,124,TRUE
Fire Station 7,24.6,"4,297",2021/05/01 00:00:00+00,,10101 Banburry Cross Dr,3281,124,TRUE
Fire Station 7,24.6,,2021/06/01 00:00:00+00,,10101 Banburry Cross Dr,3284,124,TRUE
Fire Station 8,53,91443,2014/07/01 00:00:00+00,9479,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",249,260,TRUE
Fire Station 8,53,91443,2014/08/01 00:00:00+00,9479,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",243,260,TRUE
Fire Station 8,53,91443,2014/09/01 00:00:00+00,8449,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1378,260,TRUE
Fire Station 8,53,91443,2014/10/01 00:00:00+00,7097,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",231,260,TRUE
Fire Station 8,53,91443,2014/11/01 00:00:00+00,7028,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1390,260,TRUE
Fire Station 8,53,91443,2014/12/01 00:00:00+00,2235,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",171,260,TRUE
Fire Station 8,53,91443,2015/01/01 00:00:00+00,4118,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",223,260,TRUE
Fire Station 8,53,91443,2015/02/01 00:00:00+00,5538,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",163,260,TRUE
Fire Station 8,53,91443,2015/03/01 00:00:00+00,7391,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",747,260,TRUE
Fire Station 8,53,91443,2015/04/01 00:00:00+00,10016,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1497,260,TRUE
Fire Station 8,53,91443,2015/05/01 00:00:00+00,10151,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",64,260,TRUE
Fire Station 8,53,91443,2015/06/01 00:00:00+00,10462,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1245,260,TRUE
Fire Station 8,53,91443,2015/07/01 00:00:00+00,10963,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",970,260,TRUE
Fire Station 8,53,91443,2015/08/01 00:00:00+00,9212,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1085,260,TRUE
Fire Station 8,53,91443,2015/09/01 00:00:00+00,8754,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",436,260,TRUE
Fire Station 8,53,91443,2015/10/01 00:00:00+00,5630,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1192,260,TRUE
Fire Station 8,53,91443,2015/11/01 00:00:00+00,5794,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1135,260,TRUE
Fire Station 8,53,91443,2015/12/01 00:00:00+00,4187,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",84,260,TRUE
Fire Station 8,53,91443,2016/01/01 00:00:00+00,4145,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",212,260,TRUE
Fire Station 8,53,91443,2016/02/01 00:00:00+00,5475,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1217,260,TRUE
Fire Station 8,53,91443,2016/03/01 00:00:00+00,7109,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",480,260,TRUE
Fire Station 8,53,91443,2016/07/01 00:00:00+00,11258,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",482,260,TRUE
Fire Station 8,53,91443,2016/08/01 00:00:00+00,8478,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",834,260,TRUE
Fire Station 8,53,91443,2016/09/01 00:00:00+00,9361,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",424,260,TRUE
Fire Station 8,53,91443,2017/01/01 00:00:00+00,3748,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1222,260,TRUE
Fire Station 8,53,91443,2017/02/01 00:00:00+00,5013,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",568,260,TRUE
Fire Station 8,53,91443,2017/03/01 00:00:00+00,7102,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",421,260,TRUE
Fire Station 8,53,91443,2017/04/01 00:00:00+00,10321,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",696,260,TRUE
Fire Station 8,53,91443,2017/05/01 00:00:00+00,10756,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",377,260,TRUE
Fire Station 8,53,91443,2017/06/01 00:00:00+00,10462,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",73,260,TRUE
Fire Station 8,53,91443,2017/07/01 00:00:00+00,8888,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",85,260,TRUE
Fire Station 8,52.8,"8,888",2017/07/01 00:00:00+00,,805 N Mojave Rd,1766,260,TRUE
Fire Station 8,53,91443,2017/08/01 00:00:00+00,9178,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",943,260,TRUE
Fire Station 8,52.8,"9,178",2017/08/01 00:00:00+00,,805 N Mojave Rd,1767,260,TRUE
Fire Station 8,53,91443,2017/09/01 00:00:00+00,8745,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",405,260,TRUE
Fire Station 8,52.8,"8,745",2017/09/01 00:00:00+00,,805 N Mojave Rd,1768,260,TRUE
Fire Station 8,53,91443,2017/10/01 00:00:00+00,6873,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1008,260,TRUE
Fire Station 8,52.8,"6,873",2017/10/01 00:00:00+00,,805 N Mojave Rd,1769,260,TRUE
Fire Station 8,53,91443,2017/11/01 00:00:00+00,4975,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",125,260,TRUE
Fire Station 8,52.8,"4,975",2017/11/01 00:00:00+00,,805 N Mojave Rd,1770,260,TRUE
Fire Station 8,53,91443,2017/12/01 00:00:00+00,4363,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",620,260,TRUE
Fire Station 8,52.8,"4,363",2017/12/01 00:00:00+00,,805 N Mojave Rd,1771,260,TRUE
Fire Station 8,53,91443,2018/01/01 00:00:00+00,4414,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",1049,260,TRUE
Fire Station 8,52.8,"4,414",2018/01/01 00:00:00+00,,805 N Mojave Rd,1772,260,TRUE
Fire Station 8,53,91443,2018/02/01 00:00:00+00,5823,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",112,260,TRUE
Fire Station 8,52.8,"5,823",2018/02/01 00:00:00+00,,805 N Mojave Rd,1773,260,TRUE
Fire Station 8,53,91443,2018/03/01 00:00:00+00,7355,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",877,260,TRUE
Fire Station 8,52.8,"7,355",2018/03/01 00:00:00+00,,805 N Mojave Rd,1774,260,TRUE
Fire Station 8,53,91443,2018/04/01 00:00:00+00,9300,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",119,260,TRUE
Fire Station 8,52.8,"9,300",2018/04/01 00:00:00+00,,805 N Mojave Rd,1775,260,TRUE
Fire Station 8,53,91443,2018/05/01 00:00:00+00,8306,"805 N Mojave Rd
Las Vegas, NV 89101
(36.178853, -115.106735)",153,260,TRUE
Fire Station 8,52.8,"8,306",2018/05/01 00:00:00+00,,805 N Mojave Rd,1776,260,TRUE
Fire Station 8,52.8,"9,028",2018/06/01 00:00:00+00,,805 N Mojave Rd,1777,260,TRUE
Fire Station 8,52.8,"8,957",2018/07/01 00:00:00+00,,805 N Mojave Rd,2311,260,TRUE
Fire Station 8,52.8,"7,840",2018/08/01 00:00:00+00,,805 N Mojave Rd,2312,260,TRUE
Fire Station 8,52.8,"7,902",2018/09/01 00:00:00+00,,805 N Mojave Rd,2313,260,TRUE
Fire Station 8,52.8,"5,382",2018/10/01 00:00:00+00,,805 N Mojave Rd,2314,260,TRUE
Fire Station 8,52.8,"4,581",2018/11/01 00:00:00+00,,805 N Mojave Rd,2101,260,TRUE
Fire Station 8,52.8,"3,074",2018/12/01 00:00:00+00,,805 N Mojave Rd,2102,260,TRUE
Fire Station 8,52.8,"3,393",2019/01/01 00:00:00+00,,805 N Mojave Rd,2103,260,TRUE
Fire Station 8,52.8,"3,981",2019/02/01 00:00:00+00,,805 N Mojave Rd,2105,260,TRUE
Fire Station 8,52.8,"6,472",2019/03/01 00:00:00+00,,805 N Mojave Rd,2106,260,TRUE
Fire Station 8,52.8,"7,688",2019/04/01 00:00:00+00,,805 N Mojave Rd,2107,260,TRUE
