Facility,KW_Rating,KWH_Generated,Date,Generated,Location,ObjectId,Number_of_Panels,Is_Over_Parking
Fire Station 8,52.8,"8,172",2019/05/01 00:00:00+00,,805 N Mojave Rd,2108,260,TRUE
Fire Station 8,52.8,"9,654",2019/06/01 00:00:00+00,,805 N Mojave Rd,2109,260,TRUE
Fire Station 8,52.8,"9,169",2019/07/01 00:00:00+00,,805 N Mojave Rd,2490,260,TRUE
Fire Station 8,52.8,"8,696",2019/08/01 00:00:00+00,,805 N Mojave Rd,2491,260,TRUE
Fire Station 8,52.8,"6,778",2019/09/01 00:00:00+00,,805 N Mojave Rd,2492,260,TRUE
Fire Station 8,52.8,"5,554",2019/10/01 00:00:00+00,,805 N Mojave Rd,2493,260,TRUE
Fire Station 8,52.8,"4,299",2019/11/01 00:00:00+00,,805 N Mojave Rd,2494,260,TRUE
Fire Station 8,52.8,"3,466",2019/12/01 00:00:00+00,,805 N Mojave Rd,2495,260,TRUE
Fire Station 8,52.8,"3,687",2020/01/01 00:00:00+00,,805 N Mojave Rd,2496,260,TRUE
Fire Station 8,52.8,"5,119",2020/02/01 00:00:00+00,,805 N Mojave Rd,2497,260,TRUE
Fire Station 8,52.8,"6,270",2020/03/01 00:00:00+00,,805 N Mojave Rd,2498,260,TRUE
Fire Station 8,52.8,"7,534",2020/04/01 00:00:00+00,,805 N Mojave Rd,2499,260,TRUE
Fire Station 8,52.8,"10,150",2020/05/01 00:00:00+00,,805 N Mojave Rd,2500,260,TRUE
Fire Station 8,52.8,"8,998",2020/06/01 00:00:00+00,,805 N Mojave Rd,2751,260,TRUE
Fire Station 8,52.8,"9,959",2020/07/01 00:00:00+00,,805 N Mojave Rd,3365,260,TRUE
Fire Station 8,52.8,"7,877",2020/08/01 00:00:00+00,,805 N Mojave Rd,3366,260,TRUE
Fire Station 8,52.8,"7,072",2020/09/01 00:00:00+00,,805 N Mojave Rd,3367,260,TRUE
Fire Station 8,52.8,"5,936",2020/10/01 00:00:00+00,,805 N Mojave Rd,3368,260,TRUE
Fire Station 8,52.8,"4,534",2020/11/01 00:00:00+00,,805 N Mojave Rd,3369,260,TRUE
Fire Station 8,52.8,"3,830",2020/12/01 00:00:00+00,,805 N Mojave Rd,3370,260,TRUE
Fire Station 8,52.8,"3,530",2021/01/01 00:00:00+00,,805 N Mojave Rd,3371,260,TRUE
Fire Station 8,52.8,"4,255",2021/02/01 00:00:00+00,,805 N Mojave Rd,3372,260,TRUE
Fire Station 8,52.8,"6,198",2021/03/01 00:00:00+00,,805 N Mojave Rd,3373,260,TRUE
Fire Station 8,52.8,"8,267",2021/04/01 00:00:00+00,,805 N Mojave Rd,3374,260,TRUE
Fire Station 8,52.8,"9,325",2021/05/01 00:00:00+00,,805 N Mojave Rd,3375,260,TRUE
Fire Station 8,52.8,"8,755",2021/06/01 00:00:00+00,,805 N Mojave Rd,3376,260,TRUE
